Tahun	Bulan	Jenis Ikan	Volume Produksi (kg)
2024	Oktober	Pari (Rays)	2.465
2024	Oktober	Ekor Kuning (Yellow tail)	-
2024	Oktober	Kerapu (Grouper)	14
2024	Oktober	Beronang (Spotted spinefoot)	5
2024	Oktober	" Udang 
Jerbung"	1.006
2024	Oktober	Udang Krosok (Tiger cat shrimp)	4.259
2024	Oktober	Rajungan (Swimming crabs)	11.945
2024	Oktober	Cumi-cumi (Common squids)	17.953
2024	Oktober	Sotong (Cuttle fish)	3.786
2024	Oktober	Gurita (Octopuses)	2.046
2024	Oktober	Udang lainnya (Other shrimps)	5.518
2024	Oktober	"Udang Dogol Metapenaeus 
monoceros"	-
2024	Oktober	"Sembilang  Euristhmus 
microceps"	684
2024	Oktober	"Udang Kipas Tenus 
Orientalis"	-
2024	Oktober	Ikan Karang Lainnya	-
2024	Oktober	Gabus Laut	119
2024	Oktober	 Lemadang 	-
2024	Oktober	 Lencam	-
2024	Oktober	 Ayam-ayam	-
2024	Oktober	 Rejung	-
2024	Oktober	Layang Deles	-
2024	Oktober	Sunglir	-
2024	Oktober	Tuna Mata Besar	-
2024	Oktober	Madidihang	-
2024	Oktober	Tongkol Pisang Balaki	-
2024	Oktober	Cakalang	-
2024	Oktober	Lemadang	-
2024	Oktober	Setuhuk Hitam	-
2024	Oktober	Tenggiri	-
2024	Oktober	Cucut Lanjam	-
2024	November	Teri (Anchovy)	5.310
2024	November	Teri Nasi (Anchovies)	-
2024	November	Belanak (Mullets)	16
2024	November	Bentong (Oxeye scad)	3.800
2024	November	Cendro (Needle fish)	247
2024	November	Talang-Talang (Queen fish)	136
2024	November	Ikan Terbang (Flying fish)	-
2024	November	Japuh (Rainbow sardine)	-
2024	November	"Banyar Restrelliger 
kanagurta"	7.863
2024	November	Kembung (Indian mackerels)	8.310
2024	November	Layang (Scads)	70
2024	November	Siro/Lemuru (Spotted sardinella)	3.250
2024	November	Selar (Trevallies)	2.047
2024	November	Tembang (Fringescale sardinella)	334.416
2024	November	Selanget (Chacunda gizzard shad)	2.474
2024	November	Tetengkek (Torpedo scad)	2.343
2024	November	Semar (Mene maculata)	1.801
2024	November	Tongkol (Frigate tuna)	3.616
2024	November	Layaran (Indo-pacific sailfish)	-
2024	November	Tenggiri (Narrow barred king mackerel)	3.555
2024	November	Cucut (Sharks)	41
2024	November	Manyung (Sea-cat fishes)	369
2024	November	Sebelah (Croaker)	1.218
2024	November	Kuwe (Great trevally)	474
2024	November	Bawal Hitam (Black pomfret)	109
2024	November	Bawal Putih (White pomfret)	-
2024	November	Golok-Golok (Dorab Wolf Hering)	222
2024	November	Beloso (Lizard fishes)	3.093
2024	November	Gerot-gerot (Saddle grunt)	-
2024	November	Peperek (Pony fishes)	20.694
2024	November	Kakap Putih (Giant Perach)	-
2024	November	Kakap Merah (Red Snapper)	23
2024	November	Jenaha (Snapper)	57
2024	November	Kurisi (Threadfin bream)	955
2024	November	Kuniran (Sulphur goatfish)	19.935
2024	November	Kuro (Giant threadfish)	21
2024	November	Alu-alu (Barracuda)	345
2024	November	Kerong-Kerong (Jarbua terapon)	1.577
2024	November	Layur (Hairtail fishes)	156
2024	November	Samgeh (Croackers)	4.004
2024	November	Pari (Rays)	2.152
2024	November	Ekor Kuning (Yellow tail)	-
2024	November	Kerapu (Grouper)	42
2024	November	Beronang (Spotted spinefoot)	20
2024	November	" Udang 
Jerbung"	1.306
2024	November	Udang Krosok (Tiger cat shrimp)	3.856
2024	November	Rajungan (Swimming crabs)	12.765
2024	November	Cumi-cumi (Common squids)	59.285
2024	November	Sotong (Cuttle fish)	3.043
2024	November	Gurita (Octopuses)	1.059
2024	November	Udang lainnya (Other shrimps)	3.180
2024	November	"Udang Dogol Metapenaeus 
monoceros"	-
2024	November	"Sembilang  Euristhmus 
microceps"	516
2024	November	"Udang Kipas Tenus 
Orientalis"	3
2024	November	Ikan Karang Lainnya	-
2024	November	Gabus Laut	25
2024	November	 Lemadang 	-
2024	November	 Lencam	-
2024	November	 Ayam-ayam	-
2024	November	 Rejung	-
2024	November	Layang Deles	-
2024	November	Sunglir	-
2024	November	Tuna Mata Besar	-
2024	November	Madidihang	-
2024	November	Tongkol Pisang Balaki	-
2024	November	Cakalang	-
2024	November	Lemadang	-
2024	November	Setuhuk Hitam	-
2024	November	Tenggiri	-
2024	November	Cucut Lanjam	-
2024	Desember	Teri (Anchovy)	2.511
2024	Desember	Teri Nasi (Anchovies)	-
2024	Desember	Belanak (Mullets)	298
2024	Desember	Bentong (Oxeye scad)	435
2024	Desember	Cendro (Needle fish)	17
2024	Desember	Talang-Talang (Queen fish)	118
2024	Desember	Ikan Terbang (Flying fish)	-
2024	Desember	Japuh (Rainbow sardine)	-
2024	Desember	"Banyar Restrelliger 
kanagurta"	3.868
2024	Desember	Kembung (Indian mackerels)	19.213
2024	Desember	Layang (Scads)	-
2024	Desember	Siro/Lemuru (Spotted sardinella)	120
2024	Desember	Selar (Trevallies)	644
2024	Desember	Tembang (Fringescale sardinella)	456.507
2024	Desember	Selanget (Chacunda gizzard shad)	6.908
2024	Desember	Tetengkek (Torpedo scad)	614
2024	Desember	Semar (Mene maculata)	63
2024	Desember	Tongkol (Frigate tuna)	335
2024	Desember	Layaran (Indo-pacific sailfish)	-
2024	Desember	Tenggiri (Narrow barred king mackerel)	3.890
2024	Desember	Cucut (Sharks)	27
2024	Desember	Manyung (Sea-cat fishes)	77
2024	Desember	Sebelah (Croaker)	1.394
2024	Desember	Kuwe (Great trevally)	221
2024	Desember	Bawal Hitam (Black pomfret)	-
2024	Desember	Bawal Putih (White pomfret)	-
2024	Desember	Golok-Golok (Dorab Wolf Hering)	502
2024	Desember	Beloso (Lizard fishes)	4.129
2024	Desember	Gerot-gerot (Saddle grunt)	-
2024	Desember	Peperek (Pony fishes)	16.399
2024	Desember	Kakap Putih (Giant Perach)	4
2024	Desember	Kakap Merah (Red Snapper)	23
2024	Desember	Jenaha (Snapper)	32
2024	Desember	Kurisi (Threadfin bream)	1.087
2024	Desember	Kuniran (Sulphur goatfish)	15.104
2024	Desember	Kuro (Giant threadfish)	347
2024	Desember	Alu-alu (Barracuda)	40
2024	Desember	Kerong-Kerong (Jarbua terapon)	94
2024	Desember	Layur (Hairtail fishes)	206
2024	Desember	Samgeh (Croackers)	3.809
2024	Desember	Pari (Rays)	1.395
2024	Desember	Ekor Kuning (Yellow tail)	-
2024	Desember	Kerapu (Grouper)	18
2024	Desember	Beronang (Spotted spinefoot)	57
2024	Desember	" Udang 
Jerbung"	1.166
2024	Desember	Udang Krosok (Tiger cat shrimp)	2.759
2024	Desember	Rajungan (Swimming crabs)	12.469
2024	Desember	Cumi-cumi (Common squids)	7.461
2024	Desember	Sotong (Cuttle fish)	3.160
2024	Desember	Gurita (Octopuses)	465
2024	Desember	Udang lainnya (Other shrimps)	258
2024	Desember	"Udang Dogol Metapenaeus 
monoceros"	-
2024	Desember	"Sembilang  Euristhmus 
microceps"	133
2024	Desember	"Udang Kipas Tenus 
Orientalis"	-
2024	Desember	Ikan Karang Lainnya	
2024	Desember	Gabus Laut	
2024	Desember	 Lemadang 	
2024	Desember	 Lencam	
2024	Desember	 Ayam-ayam	
2024	Desember	 Rejung	
2024	Desember	Layang Deles	-
2024	Desember	Sunglir	-
2024	Desember	Tuna Mata Besar	-
2024	Desember	Madidihang	-
2024	Desember	Tongkol Pisang Balaki	-
2024	Desember	Cakalang	-
2024	Desember	Lemadang	-
2024	Desember	Setuhuk Hitam	-
2024	Desember	Tenggiri	-
2024	Desember	Cucut Lanjam	-
